kingdom,phylum,class,order,family,genus,species,common_name,binomial,bird,full_code
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,fratercula,Yunnan Fulvetta,Alcippe fratercula,TRUE,Alcippe fratercula_Yunnan Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,hueti,Huet's Fulvetta,Alcippe hueti,TRUE,Alcippe hueti_Huet's Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,morrisonia,Morrison's Fulvetta,Alcippe morrisonia,TRUE,Alcippe morrisonia_Morrison's Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,nipalensis,Nepal Fulvetta,Alcippe nipalensis,TRUE,Alcippe nipalensis_Nepal Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,peracensis,Mountain Fulvetta,Alcippe peracensis,TRUE,Alcippe peracensis_Mountain Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,poioicephala,Brown-cheeked Fulvetta,Alcippe poioicephala,TRUE,Alcippe poioicephala_Brown-cheeked Fulvetta
Animalia,Chordata,Aves,Passeriformes,Pellorneidae,Alcippe,pyrrhoptera,Javan Fulvetta,Alcippe pyrrhoptera,TRUE,Alcippe pyrrhoptera_Javan Fulvetta
Animalia,Chordata,Aves,Passeriformes,Oreoicidae,Aleadryas,rufinucha,Rufous-naped Bellbird,Aleadryas rufinucha,TRUE,Aleadryas rufinucha_Rufous-naped Bellbird
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,barbara,Barbary Partridge,Alectoris barbara,TRUE,Alectoris barbara_Barbary Partridge
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,chukar,Chukar,Alectoris chukar,TRUE,Alectoris chukar_Chukar
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,graeca,Rock Partridge,Alectoris graeca,TRUE,Alectoris graeca_Rock Partridge
Animalia,Chordata,Aves,Galliformes,Phasianidae,Alectoris,rufa,Red-legged Partridge,Alectoris rufa,TRUE,Alectoris rufa_Red-legged Partridge
Animalia,Chordata,Aves,Galliformes,Megapodiidae,Alectura,lathami,Australian Brushturkey,Alectura lathami,TRUE,Alectura lathami_Australian Brushturkey
Animalia,Chordata,Aves,Passeriformes,Turdidae,Alethe,castanea,Fire-crested Alethe,Alethe castanea,TRUE,Alethe castanea_Fire-crested Alethe
Animalia,Chordata,Aves,Passeriformes,Turdidae,Alethe,diademata,White-tailed Alethe,Alethe diademata,TRUE,Alethe diademata_White-tailed Alethe
ANIMALIA,Chordata,Aves,Psittaciformes,Psittacidae,Alipiopsitta,xanthops,Yellow-faced Parrot,Alipiopsitta xanthops,TRUE,Alipiopsitta xanthops_Yellow-faced Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Alisterus,scapularis,Australian King-Parrot,Alisterus scapularis,TRUE,Alisterus scapularis_Australian King-Parrot
Animalia,Chordata,Aves,Passeriformes,Mimidae,Allenia,fusca,Scaly-breasted Thrasher,Allenia fusca,TRUE,Allenia fusca_Scaly-breasted Thrasher
Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Allonemobius,allardi,Allard's Ground Cricket,Allonemobius allardi,FALSE,Allonemobius allardi_Allard's Ground Cricket
Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Allonemobius,tinnulus,Tinkling Ground Cricket,Allonemobius tinnulus,FALSE,Allonemobius tinnulus_Tinkling Ground Cricket
Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Allonemobius,walkeri,Walker's Ground Cricket,Allonemobius walkeri,FALSE,Allonemobius walkeri_Walker's Ground Cricket
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,finschii,Finsch's Bulbul,Alophoixus finschii,TRUE,Alophoixus finschii_Finsch's Bulbul
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,flaveolus,White-throated Bulbul,Alophoixus flaveolus,TRUE,Alophoixus flaveolus_White-throated Bulbul
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,ochraceus,Ochraceous Bulbul,Alophoixus ochraceus,TRUE,Alophoixus ochraceus_Ochraceous Bulbul
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,pallidus,Puff-throated Bulbul,Alophoixus pallidus,TRUE,Alophoixus pallidus_Puff-throated Bulbul
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Alophoixus,phaeocephalus,Yellow-bellied Bulbul,Alophoixus phaeocephalus,TRUE,Alophoixus phaeocephalus_Yellow-bellied Bulbul
Animalia,CHORDATA,Aves,Passeriformes,Pycnonotidae,Alophoixus,tephrogenys,Gray-cheeked Bulbul,Alophoixus tephrogenys,TRUE,Alophoixus tephrogenys_Gray-cheeked Bulbul
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Alopochelidon,fucata,Tawny-headed Swallow,Alopochelidon fucata,TRUE,Alopochelidon fucata_Tawny-headed Swallow
Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian Goose,Alopochen aegyptiaca,TRUE,Alopochen aegyptiaca_Egyptian Goose
Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,pigra,Mexican Black Howler Monkey,Alouatta pigra,FALSE,Alouatta pigra_Mexican Black Howler Monkey
Animalia,Chordata,Aves,Passeriformes,Petroicidae,Amalocichla,incerta,Lesser Ground-Robin,Amalocichla incerta,TRUE,Amalocichla incerta_Lesser Ground-Robin
Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,amandava,Red Avadavat,Amandava amandava,TRUE,Amandava amandava_Red Avadavat
Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurolimnas,concolor,Uniform Crake,Amaurolimnas concolor,TRUE,Amaurolimnas concolor_Uniform Crake
Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,isabellina,Isabelline Bush-hen,Amaurornis isabellina,TRUE,Amaurornis isabellina_Isabelline Bush-hen
Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,moluccana,Pale-vented Bush-hen,Amaurornis moluccana,TRUE,Amaurornis moluccana_Pale-vented Bush-hen
Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,phoenicurus,White-breasted Waterhen,Amaurornis phoenicurus,TRUE,Amaurornis phoenicurus_White-breasted Waterhen
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Amaurospiza,concolor,Blue Seedeater,Amaurospiza concolor,TRUE,Amaurospiza concolor_Blue Seedeater
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Amaurospiza,moesta,Blackish-blue Seedeater,Amaurospiza moesta,TRUE,Amaurospiza moesta_Blackish-blue Seedeater
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,luciae,Honduran Emerald,Amazilia luciae,TRUE,Amazilia luciae_Honduran Emerald
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,rutila,Cinnamon Hummingbird,Amazilia rutila,TRUE,Amazilia rutila_Cinnamon Hummingbird
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,tzacatl,Rufous-tailed Hummingbird,Amazilia tzacatl,TRUE,Amazilia tzacatl_Rufous-tailed Hummingbird
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis,Buff-bellied Hummingbird,Amazilia yucatanensis,TRUE,Amazilia yucatanensis_Buff-bellied Hummingbird
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Amazilis,amazilia,Amazilia Hummingbird,Amazilis amazilia,TRUE,Amazilis amazilia_Amazilia Hummingbird
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,aestiva,Turquoise-fronted Parrot,Amazona aestiva,TRUE,Amazona aestiva_Turquoise-fronted Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,agilis,Black-billed Parrot,Amazona agilis,TRUE,Amazona agilis_Black-billed Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,albifrons,White-fronted Parrot,Amazona albifrons,TRUE,Amazona albifrons_White-fronted Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,amazonica,Orange-winged Parrot,Amazona amazonica,TRUE,Amazona amazonica_Orange-winged Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,auropalliata,Yellow-naped Parrot,Amazona auropalliata,TRUE,Amazona auropalliata_Yellow-naped Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,autumnalis,Red-lored Parrot,Amazona autumnalis,TRUE,Amazona autumnalis_Red-lored Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,brasiliensis,Red-tailed Parrot,Amazona brasiliensis,TRUE,Amazona brasiliensis_Red-tailed Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,dufresniana,Blue-cheeked Parrot,Amazona dufresniana,TRUE,Amazona dufresniana_Blue-cheeked Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Mealy Parrot,Amazona farinosa,TRUE,Amazona farinosa_Mealy Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,festiva,Festive Parrot,Amazona festiva,TRUE,Amazona festiva_Festive Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,finschi,Lilac-crowned Parrot,Amazona finschi,TRUE,Amazona finschi_Lilac-crowned Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,kawalli,Kawall's Parrot,Amazona kawalli,TRUE,Amazona kawalli_Kawall's Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Cuban Parrot,Amazona leucocephala,TRUE,Amazona leucocephala_Cuban Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,mercenarius,Scaly-naped Parrot,Amazona mercenarius,TRUE,Amazona mercenarius_Scaly-naped Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Yellow-crowned Parrot,Amazona ochrocephala,TRUE,Amazona ochrocephala_Yellow-crowned Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,oratrix,Yellow-headed Parrot,Amazona oratrix,TRUE,Amazona oratrix_Yellow-headed Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,rhodocorytha,Red-browed Parrot,Amazona rhodocorytha,TRUE,Amazona rhodocorytha_Red-browed Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,tucumana,Tucuman Parrot,Amazona tucumana,TRUE,Amazona tucumana_Tucuman Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,ventralis,Hispaniolan Parrot,Amazona ventralis,TRUE,Amazona ventralis_Hispaniolan Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,vinacea,Vinaceous-breasted Parrot,Amazona vinacea,TRUE,Amazona vinacea_Vinaceous-breasted Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,viridigenalis,Red-crowned Parrot,Amazona viridigenalis,TRUE,Amazona viridigenalis_Red-crowned Parrot
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,xantholora,Yellow-lored Parrot,Amazona xantholora,TRUE,Amazona xantholora_Yellow-lored Parrot
Animalia,Chordata,Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,Brazilian Teal,Amazonetta brasiliensis,TRUE,Amazonetta brasiliensis_Brazilian Teal
Animalia,Chordata,Aves,Passeriformes,Icteridae,Amblycercus,holosericeus,Yellow-billed Cacique,Amblycercus holosericeus,TRUE,Amblycercus holosericeus_Yellow-billed Cacique
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Amblycorypha,alexanderi,Clicker Round-winged Katydid,Amblycorypha alexanderi,FALSE,Amblycorypha alexanderi_Clicker Round-winged Katydid
Metazoa,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Amblycorypha,longinicta,Common Virtuoso Katydid,Amblycorypha longinicta,FALSE,Amblycorypha longinicta_Common Virtuoso Katydid
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Amblycorypha,oblongifolia,Oblong-winged Katydid,Amblycorypha oblongifolia,FALSE,Amblycorypha oblongifolia_Oblong-winged Katydid
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Amblycorypha,rotundifolia,Rattler Round-winged Katydid,Amblycorypha rotundifolia,FALSE,Amblycorypha rotundifolia_Rattler Round-winged Katydid
Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Amblyornis,newtoniana,Golden Bowerbird,Amblyornis newtoniana,TRUE,Amblyornis newtoniana_Golden Bowerbird
Animalia,Chordata,Aves,Passeriformes,Ploceidae,Amblyospiza,albifrons,Grosbeak Weaver,Amblyospiza albifrons,TRUE,Amblyospiza albifrons_Grosbeak Weaver
Animalia,Chordata,Aves,Passeriformes,Icteridae,Amblyramphus,holosericeus,Scarlet-headed Blackbird,Amblyramphus holosericeus,TRUE,Amblyramphus holosericeus_Scarlet-headed Blackbird
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,aurifrons,Yellow-browed Sparrow,Ammodramus aurifrons,TRUE,Ammodramus aurifrons_Yellow-browed Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,humeralis,Grassland Sparrow,Ammodramus humeralis,TRUE,Ammodramus humeralis_Grassland Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,Grasshopper Sparrow,Ammodramus savannarum,TRUE,Ammodramus savannarum_Grasshopper Sparrow
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Ammomanes,cinctura,Bar-tailed Lark,Ammomanes cinctura,TRUE,Ammomanes cinctura_Bar-tailed Lark
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Ammomanes,deserti,Desert Lark,Ammomanes deserti,TRUE,Ammomanes deserti_Desert Lark
Animalia,Chordata,Aves,Passeriformes,Alaudidae,Ammomanes,phoenicura,Rufous-tailed Lark,Ammomanes phoenicura,TRUE,Ammomanes phoenicura_Rufous-tailed Lark
Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Ammonastes,pelzelni,Gray-bellied Antbird,Ammonastes pelzelni,TRUE,Ammonastes pelzelni_Gray-bellied Antbird
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,caudacuta,Saltmarsh Sparrow,Ammospiza caudacuta,TRUE,Ammospiza caudacuta_Saltmarsh Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,leconteii,LeConte's Sparrow,Ammospiza leconteii,TRUE,Ammospiza leconteii_LeConte's Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,maritima,Seaside Sparrow,Ammospiza maritima,TRUE,Ammospiza maritima_Seaside Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammospiza,nelsoni,Nelson's Sparrow,Ammospiza nelsoni,TRUE,Ammospiza nelsoni_Nelson's Sparrow
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelioides,tschudii,Scaled Fruiteater,Ampelioides tschudii,TRUE,Ampelioides tschudii_Scaled Fruiteater
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelion,rubrocristatus,Red-crested Cotinga,Ampelion rubrocristatus,TRUE,Ampelion rubrocristatus_Red-crested Cotinga
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelion,rufaxilla,Chestnut-crested Cotinga,Ampelion rufaxilla,TRUE,Ampelion rufaxilla_Chestnut-crested Cotinga
Metazoa,Chordata,Aves,Passeriformes,Thamnophilidae,Ampelornis,griseiceps,Gray-headed Antbird,Ampelornis griseiceps,TRUE,Ampelornis griseiceps_Gray-headed Antbird
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispiza,bilineata,Black-throated Sparrow,Amphispiza bilineata,TRUE,Amphispiza bilineata_Black-throated Sparrow
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Amphispizopsis,quinquestriata,Five-striped Sparrow,Amphispizopsis quinquestriata,TRUE,Amphispizopsis quinquestriata_Five-striped Sparrow
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,amaurotis,White-browed Foliage-gleaner,Anabacerthia amaurotis,TRUE,Anabacerthia amaurotis_White-browed Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,lichtensteini,Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini,TRUE,Anabacerthia lichtensteini_Ochre-breasted Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,ruficaudata,Rufous-tailed Foliage-gleaner,Anabacerthia ruficaudata,TRUE,Anabacerthia ruficaudata_Rufous-tailed Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,striaticollis,Montane Foliage-gleaner,Anabacerthia striaticollis,TRUE,Anabacerthia striaticollis_Montane Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabacerthia,variegaticeps,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,TRUE,Anabacerthia variegaticeps_Scaly-throated Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabazenops,dorsalis,Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,TRUE,Anabazenops dorsalis_Dusky-cheeked Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Anabazenops,fuscus,White-collared Foliage-gleaner,Anabazenops fuscus,TRUE,Anabazenops fuscus_White-collared Foliage-gleaner
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,alpinus,Ash-breasted Tit-Tyrant,Anairetes alpinus,TRUE,Anairetes alpinus_Ash-breasted Tit-Tyrant
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,flavirostris,Yellow-billed Tit-Tyrant,Anairetes flavirostris,TRUE,Anairetes flavirostris_Yellow-billed Tit-Tyrant
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,nigrocristatus,Black-crested Tit-Tyrant,Anairetes nigrocristatus,TRUE,Anairetes nigrocristatus_Black-crested Tit-Tyrant
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,parulus,Tufted Tit-Tyrant,Anairetes parulus,TRUE,Anairetes parulus_Tufted Tit-Tyrant
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Anairetes,reguloides,Pied-crested Tit-Tyrant,Anairetes reguloides,TRUE,Anairetes reguloides_Pied-crested Tit-Tyrant
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern Pintail,Anas acuta,TRUE,Anas acuta_Northern Pintail
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,andium,Andean Teal,Anas andium,TRUE,Anas andium_Andean Teal
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,castanea,Chestnut Teal,Anas castanea,TRUE,Anas castanea_Chestnut Teal
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged Teal,Anas crecca,TRUE,Anas crecca_Green-winged Teal
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,diazi,Mexican Duck,Anas diazi,TRUE,Anas diazi_Mexican Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,flavirostris,Yellow-billed Teal,Anas flavirostris,TRUE,Anas flavirostris_Yellow-billed Teal
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled Duck,Anas fulvigula,TRUE,Anas fulvigula_Mottled Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,georgica,Yellow-billed Pintail,Anas georgica,TRUE,Anas georgica_Yellow-billed Pintail
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,gracilis,Gray Teal,Anas gracilis,TRUE,Anas gracilis_Gray Teal
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,Anas platyrhynchos,TRUE,Anas platyrhynchos_Mallard
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,poecilorhyncha,Indian Spot-billed Duck,Anas poecilorhyncha,TRUE,Anas poecilorhyncha_Indian Spot-billed Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American Black Duck,Anas rubripes,TRUE,Anas rubripes_American Black Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,superciliosa,Pacific Black Duck,Anas superciliosa,TRUE,Anas superciliosa_Pacific Black Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,undulata,Yellow-billed Duck,Anas undulata,TRUE,Anas undulata_Yellow-billed Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,wyvilliana,Hawaiian Duck,Anas wyvilliana,TRUE,Anas wyvilliana_Hawaiian Duck
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,zonorhyncha,Eastern Spot-billed Duck,Anas zonorhyncha,TRUE,Anas zonorhyncha_Eastern Spot-billed Duck
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus,oscitans,Asian Openbill,Anastomus oscitans,TRUE,Anastomus oscitans_Asian Openbill
Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Anaxipha,exigua,Say's Trig,Anaxipha exigua,FALSE,Anaxipha exigua_Say's Trig
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,americanus,American Toad,Anaxyrus americanus,FALSE,Anaxyrus americanus_American Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,canorus,Yosemite Toad,Anaxyrus canorus,FALSE,Anaxyrus canorus_Yosemite Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,cognatus,Great Plains Toad,Anaxyrus cognatus,FALSE,Anaxyrus cognatus_Great Plains Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,fowleri,Fowler's Toad,Anaxyrus fowleri,FALSE,Anaxyrus fowleri_Fowler's Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,houstonensis,Houston Toad,Anaxyrus houstonensis,FALSE,Anaxyrus houstonensis_Houston Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,microscaphus,Arizona Toad,Anaxyrus microscaphus,FALSE,Anaxyrus microscaphus_Arizona Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,quercicus,Oak Toad,Anaxyrus quercicus,FALSE,Anaxyrus quercicus_Oak Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,speciosus,Texas Toad,Anaxyrus speciosus,FALSE,Anaxyrus speciosus_Texas Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern Toad,Anaxyrus terrestris,FALSE,Anaxyrus terrestris_Southern Toad
Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,woodhousii,Woodhouse's Toad,Anaxyrus woodhousii,FALSE,Anaxyrus woodhousii_Woodhouse's Toad
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Ancistrops,strigilatus,Chestnut-winged Hookbill,Ancistrops strigilatus,TRUE,Ancistrops strigilatus_Chestnut-winged Hookbill
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,hypoglauca,Gray-breasted Mountain-Toucan,Andigena hypoglauca,TRUE,Andigena hypoglauca_Gray-breasted Mountain-Toucan
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,laminirostris,Plate-billed Mountain-Toucan,Andigena laminirostris,TRUE,Andigena laminirostris_Plate-billed Mountain-Toucan
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Andigena,nigrirostris,Black-billed Mountain-Toucan,Andigena nigrirostris,TRUE,Andigena nigrirostris_Black-billed Mountain-Toucan
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Androdon,aequatorialis,Tooth-billed Hummingbird,Androdon aequatorialis,TRUE,Androdon aequatorialis_Tooth-billed Hummingbird
Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Andropadus,importunus,Sombre Greenbul,Andropadus importunus,TRUE,Andropadus importunus_Sombre Greenbul
Animalia,Chordata,Aves,Anseriformes,Anhimidae,Anhima,cornuta,Horned Screamer,Anhima cornuta,TRUE,Anhima cornuta_Horned Screamer
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,Anhinga anhinga,TRUE,Anhinga anhinga_Anhinga
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Oriental Darter,Anhinga melanogaster,TRUE,Anhinga melanogaster_Oriental Darter
Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,novaehollandiae,Australasian Darter,Anhinga novaehollandiae,TRUE,Anhinga novaehollandiae_Australasian Darter
